tmkey,tlkey,office,gender,age,gender_l,office_l,age_l,lc1,lc2,lc3,lc4,lc5,lc6,lc7,lc8,lct0,as1,as2,as3,as4,as5,as6,as7,lmx1,lmx2,lmx3,lmx4,lmx5,lmx6,lmx7,lmxt2,otenure_l,ttenure_l,tm_oten,tm_tten,otenure,ttenure,extrav1,extrav2,extrav3,extrav4,cons1,cons2,cons3,cons4,neuro1,neuro2,neuro3,neuro4,intel1,intel2,intel3,intel4,extrav,cons,neuro,intel,pla
5232,1033,5,4,4,1,5,3,4,3,4,1,3,4,5,3,3.38,5,5,5,5,5,5,5,5,5,3,3,5,5,5,4.43,8 ans,5ans,120,120,10,10,2,4,2,4,3,4,4,4,2,3,2,2,4,3,2,5,3,3.75,2.25,3.5,4
5233,1033,5,4,4,1,5,3,4,4,4,3,4,3,4,2,3.5,4,3,4,3,4,3,4,4,4,4,3,4,4,4,3.86,8 ans,5ans,336,336,28,28,2,4,2,4,3,4,4,4,2,3,2,2,4,3,2,5,3,3.75,2.25,3.5,4.125
5234,1033,5,4,5,1,5,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,8 ans,5ans,420,420,35 ans,35,2,4,2,4,3,4,4,4,2,3,2,2,4,3,2,5,3,3.75,2.25,3.5,5
5235,1033,5,4,3,1,5,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,4,3,4,3.43,8 ans,5ans,48,24,4 ans,2 ans,2,4,2,4,3,4,4,4,2,3,2,2,4,3,2,5,3,3.75,2.25,3.5,3.75
5236,1033,5,4,5,1,5,3,5,5,5,5,5,5,5,4,4.88,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3.86,8 ans,5ans,84,84,7 ANS,7ANS,2,4,2,4,3,4,4,4,2,3,2,2,4,3,2,5,3,3.75,2.25,3.5,5
5237,1081,7,3,2,1,7,2,4,4,4,4,3,4,4,3,3.75,,,,,,,,,,,,,,,,9,5,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,4.25
5238,1081,7,3,2,1,7,2,5,5,5,5,5,5,5,3,4.75,5,4,5,4,3,4,5,4,5,5,3,5,5,5,4.57,9,5,10,10,10 mois,10 mois, , , , , , , , , , , , , , , , , , , , ,5
5239,1081,7,4,4,1,7,2,3,3,3,3,5,3,5,3,3.5,3,3,5,4,4,4,5,2,3,3,4,4,4,3,3.29,9,5,372,372,31,31, , , , , , , , , , , , , , , , , , , , ,4
5240,1081,7,4,6,1,7,2,3,3,3,3,4,4,3,3,3.25,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4.29,9,5,576,108,48,9, , , , , , , , , , , , , , , , , , , , ,4.875
5241,1081,7,3,2,1,7,2,4,4,4,4,4,4,4,2,3.75,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4.29,9,5,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,4
5242,1081,7,3,2,1,7,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,24,24,2,2, , , , , , , , , , , , , , , , , , , , ,3.875
5243,1081,7,3,2,1,7,2,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,3,4,4,4,4,4,4,4,4,9,5,36,36,3,3, , , , , , , , , , , , , , , , , , , , ,5
5244,1081,7,3,5,1,7,2,5,5,5,5,5,5,5,4,4.88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,5,84,84,7 ans,7 ans, , , , , , , , , , , , , , , , , , , , ,4
5245,1081,7,4,3,1,7,2,4,4,5,4,3,4,5,3,4,5,4,5,4,4,4,5,3,3,5,5,5,3,3,3.86,9,5,36,36,3,3, , , , , , , , , , , , , , , , , , , , ,5
5246,1046,7,4,2,2,7,2,5,5,5,4,4,3,4,3,4.13,5,4,4,4,4,4,3,5,5,5,4,4,4,4,4.43,12,1,48,36,4,3, , , , , , , , , , , , , , , , , , , , ,4.5
5247,1046,7,4,2,2,7,2,4,4,5,4,5,4,4,3,4.13,4,2,4,2,2,3,2,4,4,4,4,4,4,4,4,12,1,60,60,5,5, , , , , , , , , , , , , , , , , , , , ,3.875
5248,1046,7,4,2,2,7,2,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,12,1,144,60,12,5, , , , , , , , , , , , , , , , , , , , ,4
5249,1046,7,4,3,2,7,2,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,12,1,8,8,8 mois,8 mois, , , , , , , , , , , , , , , , , , , , ,5
5250,1046,7,4,2,2,7,2,5,5,5,5,5,5,5,3,4.75,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,12,1,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,5
5251,1046,7,3,2,2,7,2,4,5,4,4,5,4,5,4,4.38,4,3,4,3,3,3,4,5,4,5,4,4,4,5,4.43,12,1,24,24,2,2, , , , , , , , , , , , , , , , , , , , ,4
5252,1046,7,4,4,2,7,2,4,4,4,4,4,3,4,4,3.88,,,,,,,,,,,,,,,,12,1,120,24,10 ans,2 ans, , , , , , , , , , , , , , , , , , , , ,5
5253,1046,7,4,5,2,7,2,4,4,4,4,4,4,4,3,3.88,4,4,5,4,4,4,5,5,5,5,5,5,4,5,4.86,12,1,24,24,2,2, , , , , , , , , , , , , , , , , , , , ,4
5254,1013,7,3,4,2,7,4,4,4,4,4,4,4,4,3,3.88,,,,,,,,,,,,,,,,3 1/2 ans,3 1/2 ans,7,7,7 mois,7 mois, , , , , , , , , , , , , , , , , , , , ,
5255,1013,7,4,4,2,7,4,4,3,4,4,4,4,2,4,3.63,,,,,,,,,,,,,,,,3 1/2 ans,3 1/2 ans,48,48,4 ans,4 ans, , , , , , , , , , , , , , , , , , , , ,4
5256,1013,7,3,2,2,7,4,4,4,4,4,4,4,4,3,3.88,4,3,5,5,5,5,4,4,4,3,1,4,4,3,3.29,3 1/2 ans,3 1/2 ans,24,24,2,2, , , , , , , , , , , , , , , , , , , , ,
5257,1013,7,4,3,2,7,4,4,4,4,3,4,3,4,4,3.75,,,,,,,,,,,,,,,,3 1/2 ans,3 1/2 ans,240,240,20ans,20ans, , , , , , , , , , , , , , , , , , , , ,
5258,1013,7,4,3,2,7,4,3,3,3,4,3,3,3,3,3.13,,,,,,,,,,,,,,,,3 1/2 ans,3 1/2 ans,72,72,6,6, , , , , , , , , , , , , , , , , , , , ,4
5259,1025,12,4,5,2,12,4,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,3,4,4,4,2,4,4,4,3.71,28 ans,4 ans,216,84,18 ans,7 ans,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,5
5260,1025,12,4,4,2,12,4,5,5,5,4,4,5,5,4,4.63,4,4,5,4,4,4,5,4,4,4,5,5,5,5,4.57,28 ans,4 ans,252,252,21,21,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4.75
5261,1025,12,4,4,2,12,4,4,4,4,4,4,4,5,4,4.13,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,28 ans,4 ans,420,420,35 ans,35 sans,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,5
5262,1025,12,4,3,2,12,4,4,4,3,3,3,4,4,3,3.5,,,,,,,,,,,,,,,,28 ans,4 ans,24,24,2 ans,2 ans,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4
5263,1025,12,4,3,2,12,4,4,4,3,4,4,2,4,3,3.5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,28 ans,4 ans,54,36,4.5,3,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4
5264,1025,12,4,3,2,12,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,28 ans,4 ans,72,72,6,6,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4.25
5265,1025,12,4,5,2,12,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,28 ans,4 ans,144,144,12 ans,12 ans,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4
5266,1025,12,4,3,2,12,4,4,4,4,4,5,4,4,4,4.13,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,28 ans,4 ans,36,36,3,3,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4
5267,1025,12,3,4,2,12,4,4,4,5,5,5,4,4,4,4.38,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3.57,28 ans,4 ans,240,168,20,14,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,5
5268,1025,12,4,4,2,12,4,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,5,4,4,4,3,4,4,4,3.86,28 ans,4 ans,228,228,19,19,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,5
5269,1025,12,4,4,2,12,4,5,4,4,4,4,4,4,4,4.13,4,3,4,3,4,4,4,5,5,4,4,5,5,5,4.71,28 ans,4 ans,372,372,31,31,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4.875
5270,1025,12,4,2,2,12,4,4,4,4,4,4,4,5,4,4.13,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,28 ans,4 ans,84,84,7 ans,7 ans,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,5
5271,1025,12,4,5,2,12,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,2,4,4,4,3.57,28 ans,4 ans,108,108,9 ans,9 ans,3,4,3,5,3,5,5,5,2,2,3,3,3,3,3,3,3.75,4.5,2.5,3,4
5272,1042,8,4,4,2,8,5,4,4,4,4,4,4,4,3,3.88,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3.86,30 ans,5 ans,300,300,25 ANS,25 ANS,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,4.75
5273,1042,8,4,5,2,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,30 ans,5 ans,72,72,6,6,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,3.5
5274,1042,8,4,4,2,8,5,2,3,3,3,3,3,3,1,2.63,,,,,,,,,,,,,,,,30 ans,5 ans,360,72,30,6,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,3
5275,1042,8,4,4,2,8,5,5,4,5,4,5,5,5,4,4.63,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,30 ans,5 ans,360,360,30 ans,30 ans,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,5
5276,1042,8,4,2,2,8,5,5,5,5,5,5,5,5,4,4.88,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4.86,30 ans,5 ans,12,12,1,1,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,5
5277,1042,8,3,3,2,8,5,4,4,5,5,3,4,4,4,4.13,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,30 ans,5 ans,120,120,10,10,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,4.625
5278,1042,8,4,3,2,8,5,4,4,4,4,4,4,4,3,3.88,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,30 ans,5 ans,216,192,18,16,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,4
5279,1042,8,3,3,2,8,5,4,4,5,4,4,4,5,3,4.13,4,4,4,4,3,3,4,4,5,5,5,4,4,5,4.57,30 ans,5 ans,216,216,18,depuis le d̩but,3,4,3,3,4,5,5,5,2,4,2,2,4,3,2,4,3.25,4.75,2.5,3.25,4
5280,1074,8,4,2,2,8,4,3,4,4,4,4,4,4,3,3.75,4,3,4,4,4,4,5,5,5,5,5,5,3,5,4.71,27,moins de 1 an,12,12,1,1, , , , , , , , , , , , , , , , , , , , ,5
5281,1074,8,4,2,2,8,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,27,moins de 1 an,72,72,6 ans,6 ans, , , , , , , , , , , , , , , , , , , , ,4
5282,1074,8,3,3,2,8,4,4,3,3,2,4,3,4,2,3.13,,,,,,,,,,,,,,,,27,moins de 1 an,48,48,4,4, , , , , , , , , , , , , , , , , , , , ,4.5
5283,1074,8,3,2,2,8,4,5,5,5,5,5,1,5,3,4.25,,,,,,,,,,,,,,,,27,moins de 1 an,24,12,2 ANS,1 AN, , , , , , , , , , , , , , , , , , , , ,4.375
5284,1074,8,3,2,2,8,4,4,4,4,4,4,3,5,3,3.88,,,,,,,,,,,,,,,,27,moins de 1 an,60,60,5,5, , , , , , , , , , , , , , , , , , , , ,4.75
5285,1059,8,4,2,2,8,3,4,4,4,4,4,3,4,3,3.75,,,,,,,,,,,,,,,,10,0,12,12,1an,1an, , , , , , , , , , , , , , , , , , , , ,5
5286,1059,8,3,2,2,8,3,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,10,0,30,30,2 ans 1/2,2 ans 1/2, , , , , , , , , , , , , , , , , , , , ,5
5287,1059,8,4,4,2,8,3,3,3,4,4,4,2,4,3,3.38,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,0,48,48,4,4, , , , , , , , , , , , , , , , , , , , ,3.875
5288,1059,8,4,3,2,8,3,5,5,5,5,5,5,5,2,4.63,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,10,0,180,180,15,15, , , , , , , , , , , , , , , , , , , , ,4
5289,1059,8,4,5,2,8,3,4,4,4,4,5,4,5,3,4.13,,,,,,,,,,,,,,,,10,0,24,12,2 ans,1 an, , , , , , , , , , , , , , , , , , , , ,4.5
5290,1059,8,3,2,2,8,3,5,5,5,5,5,5,5,3,4.75,,,,,,,,,,,,,,,,10,0,48,48,4,4, , , , , , , , , , , , , , , , , , , , ,4
5291,1059,8,4,4,2,8,3,3,4,4,4,4,3,4,3,3.63,4,4,4,3,3,4,2,3,3,3,3,4,4,3,3.29,10,0,120,120,10,10, , , , , , , , , , , , , , , , , , , , ,4
5292,1059,8,3,2,2,8,3,4,4,4,4,4,1,4,3,3.5,,,,,,,,,,,,,,,,10,0,18,30,1.5,1.5, , , , , , , , , , , , , , , , , , , , ,5
5293,1059,8,4,,2,8,3,,,,,,,,,,4,2,4,3,3,3,3,4,4,4,4,4,4,4,4,10,0, , ,,, , , , , , , , , , , , , , , , , , , , ,4
5294,1059,8,3,2,2,8,3,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,10,0,36,36,3,3, , , , , , , , , , , , , , , , , , , , ,5
5295,1026,8,4,5,1,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,8 ans,0,120,120,10,10, , , , , , , , , , , , , , , , , , , , ,5
5296,1026,8,4,4,1,8,5,5,5,5,5,5,4,5,4,4.75,3,2,5,2,3,3,4,3,4,4,4,4,4,4,3.86,8 ans,0,396,180,33 ans,15 ans, , , , , , , , , , , , , , , , , , , , ,4
5297,1026,8,4,3,1,8,5,5,5,5,5,5,4,5,3,4.63,5,4,5,4,4,4,4,4,4,5,4,4,4,4,4.14,8 ans,0,228,24,19 ans,2 ans, , , , , , , , , , , , , , , , , , , , ,4
5298,1026,8,3,2,1,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,8 ans,0,24,23,2,2, , , , , , , , , , , , , , , , , , , , ,4
5299,1026,8,4,2,1,8,5,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,3,4,4,4,4,4,4,4,4,8 ans,0,144,144,12,12, , , , , , , , , , , , , , , , , , , , ,4
5300,1026,8,,5,1,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,4,4,4,3.86,8 ans,0,420,216,35 ans,18 ans, , , , , , , , , , , , , , , , , , , , ,4
5301,1026,8,4,5,1,8,5,4,4,4,4,4,4,4,3,3.88,4,3,3,3,3,3,2,4,4,4,4,4,4,4,4,8 ans,0,480,240,40 ans,+20 ans, , , , , , , , , , , , , , , , , , , , ,4
5302,1026,8,4,4,1,8,5,4,4,4,4,4,4,4,2,3.75,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,8 ans,0,216,216,18,18, , , , , , , , , , , , , , , , , , , , ,3
5303,1026,8,4,,1,8,5,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8 ans,0, , ,,, , , , , , , , , , , , , , , , , , , , ,5
5304,1026,8,4,2,1,8,5,1,1,4,4,5,1,3,1,2.5,,,,,,,,,,,,,,,,8 ans,0,14,14,1 an et 2 mois,1 an et 2 mois, , , , , , , , , , , , , , , , , , , , ,4
5305,1026,8,4,4,1,8,5,5,5,5,5,5,5,5,3,4.75,5,3,5,5,5,5,5,4,4,4,3,4,4,4,3.86,8 ans,0,360,360,30 ans,30 ans, , , , , , , , , , , , , , , , , , , , ,5
5306,1026,8,4,5,1,8,5,4,4,4,4,4,4,3,3,3.75,5,4,5,4,4,4,4,3,3,4,3,4,3,4,3.43,8 ans,0,276,276,23,23, , , , , , , , , , , , , , , , , , , , ,3.875
5307,1026,8,4,5,1,8,5,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,8 ans,0,216,216,18 ANS,18 ANS, , , , , , , , , , , , , , , , , , , , ,2
5308,1026,8,4,5,1,8,5,4,5,5,5,5,5,4,4,4.63,4,4,4,4,4,4,5,4,4,4,3,4,4,4,3.86,8 ans,0,432,432,36 ans,36 ans, , , , , , , , , , , , , , , , , , , , ,4.5
5309,1092,8,4,4,2,8,5,3,3,3,3,4,4,4,4,3.5,,,,,,,,,,,,,,,,21 ans,15 ans,288,36,24 ans,3 ans,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,3.625
5310,1092,8,4,4,2,8,5,4,4,4,4,4,2,4,4,3.75,,,,,,,,,,,,,,,,21 ans,15 ans,300,60,25,5,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,
5311,1092,8,4,4,2,8,5,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,21 ans,15 ans,24,24,2,2,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,
5312,1092,8,4,2,2,8,5,3,2,2,3,3,3,3,3,2.75,,,,,,,,,,,,,,,,21 ans,15 ans,72,24,6,2,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,2.875
5313,1092,8,4,3,2,8,5,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,21 ans,15 ans,36,36,3,3,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,3.875
5314,1092,8,4,5,2,8,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,5,5,5,4,4.43,21 ans,15 ans,432,36,36,3,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,5
5315,1092,8,4,5,2,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,21 ans,15 ans,420,120,35,10,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,4
5316,1092,8,4,2,2,8,5,3,4,4,5,4,3,4,4,3.88,4,4,4,4,3,3,4,4,4,5,4,4,4,4,4.14,21 ans,15 ans,96,60,8,5,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,4.625
5317,1092,8,4,5,2,8,5,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,21 ans,15 ans,360,36,30 ans,3,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,4
5318,1092,8,4,2,2,8,5,3,2,4,4,3,4,4,3,3.38,4,3,4,2,3,3,3,4,4,4,3,4,4,4,3.86,21 ans,15 ans,24,24,2 ans,2 ans,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,3.375
5319,1092,8,4,5,2,8,5,3,3,3,3,3,3,3,1,2.75,,,,,,,,,,,,,,,,21 ans,15 ans,156,36,13,3,4,2,3,3,3,4,4,4,2,2,2,2,3,4,3,4,3,3.75,2,3.5,3.625
5320,1051,8,4,3,2,8,4,4,5,4,4,4,4,4,3,4,5,4,4,2,4,3,4,4,5,5,4,4,5,5,4.57,38,3,72,24,6,2,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,5
5321,1051,8,4,3,2,8,4,4,4,5,4,4,4,4,3,4,,,,,,,,,,,,,,,,38,3,48,48,bientot 4 ans,bientot 4 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4.5
5322,1051,8,4,3,2,8,4,4,5,5,5,5,4,5,4,4.63,4,4,4,3,4,4,4,4,4,5,5,5,5,5,4.71,38,3,144,144,12 ans,12 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4.125
5323,1051,8,4,5,2,8,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,38,3,324,4,27,0,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,
5324,1051,8,4,5,2,8,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,5,5,5,4,5,5,5,4.86,38,3,36,36,3,3,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,5
5325,1051,8,4,5,2,8,4,3,3,3,3,3,3,4,2,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,38,3,360,360,30,30,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,3.5
5326,1051,8,4,5,2,8,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,4.86,38,3,72,72,6 ans,6 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,5
5327,1051,8,4,5,2,8,4,4,4,4,4,4,3,4,3,3.75,,,,,,,,,,,,,,,,38,3,456,456,38 ans,38 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4.75
5328,1051,8,4,2,2,8,4,5,5,5,5,5,5,5,3,4.75,5,4,5,4,4,4,2,5,5,5,5,5,5,5,5,38,3,144,24,12 ans,2 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,5
5329,1051,8,4,2,2,8,4,4,4,5,5,5,4,5,4,4.5,5,4,5,3,4,4,4,5,5,5,3,5,5,5,4.71,38,3,60,60,5 ans,5 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4.875
5330,1051,8,4,4,2,8,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,3.71,38,3,132,36,11,3,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,5
5331,1051,8,4,4,2,8,4,4,4,4,4,4,4,4,3,3.88,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3.86,38,3,216,30,18,2.5,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4
5332,1051,8,4,,2,8,4,,,,,,,,,,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,38,3, , ,,,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,5
5333,1051,8,4,5,2,8,4,4,4,4,4,4,4,5,4,4.13,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4.14,38,3,444,396,37,33,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4
5334,1051,8,4,4,2,8,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,3,360,60,30 ans,5 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4.25
5335,1051,8,4,5,2,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,38,3,540,540,45 ans,45ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,4
5336,1051,8,4,4,2,8,4,5,5,5,5,5,5,5,4,4.88,,,,,,,,,,,,,,,,38,3,408,24,34,2,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,
5337,1051,8,4,5,2,8,4,3,3,3,3,3,3,4,3,3.13,,,,,,,,,,,,,,,,38,3,468,84,39 ans,7 ans,3,3,3,4,3,3,4,5,1,2,1,1,3,3,3,3,3.25,3.75,1.25,3,5
5338,1052,8,4,2,2,8,4,5,5,5,5,5,4,4,4,4.63,4,3,4,4,4,4,3,5,4,5,4,5,4,5,4.57,23 ans,10 ans,36,36,3,3,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,4
5339,1052,8,4,5,2,8,4,4,3,4,4,4,4,4,3,3.75,4,3,4,3,3,3,4,5,2,5,3,5,4,4,4,23 ans,10 ans,528,60,44 ans,5,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,4.625
5340,1052,8,4,3,2,8,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,3,5,5,5,4.71,23 ans,10 ans,48,12,4 ans,1 an,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,5
5341,1052,8,4,4,2,8,4,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,23 ans,10 ans,444,444,37 ans,37 ans,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,
5342,1052,8,4,3,2,8,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,3,3,4,4,4,3,4,4,4,3.86,23 ans,10 ans,108,96,9,8,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,4.875
5343,1052,8,4,5,2,8,4,5,5,5,5,5,5,5,5,5,3,4,5,4,5,5,2,5,5,5,5,5,5,5,5,23 ans,10 ans,384,252,32 ans,21 ans,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,4.75
5344,1052,8,4,,2,8,4,,,,,,,,,,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3.86,23 ans,10 ans, , ,,,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,5
5345,1052,8,4,4,2,8,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,3,3,3,4,4,4,4,3.57,23 ans,10 ans,72,72,6,6,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,4
5346,1052,8,4,3,2,8,4,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,23 ans,10 ans,252,252,21,21,3,4,2,5,1,5,3,3,2,3,2,2,4,2,4,4,3.5,3,2.25,3.5,5
